MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,PoolArea,MiscVal,MoSold,YrSold,TotalSF,TotalBathrooms,TotalPorchSF,Pool,Has2flor,hasGarage,hasBsmt,hasFireplace,MSZoning_1,MSZoning_2,MSZoning_3,MSZoning_4,Street_1,Alley_1,Alley_2,LotShape_1,LotShape_2,LotShape_3,LandContour_1,LandContour_2,LandContour_3,Utilities_1,LotConfig_1,LotConfig_2,LotConfig_3,LotConfig_4,LandSlope_1,LandSlope_2,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Neighborhood_6,Neighborhood_7,Neighborhood_8,Neighborhood_9,Neighborhood_10,Neighborhood_11,Neighborhood_12,Neighborhood_13,Neighborhood_14,Neighborhood_15,Neighborhood_16,Neighborhood_17,Neighborhood_18,Neighborhood_19,Neighborhood_20,Neighborhood_21,Neighborhood_22,Neighborhood_23,Neighborhood_24,Condition1_1,Condition1_2,Condition1_3,Condition1_4,Condition1_5,Condition1_6,Condition1_7,Condition1_8,Condition2_1,Condition2_2,Condition2_3,Condition2_4,Condition2_5,Condition2_6,BldgType_1,BldgType_2,BldgType_3,BldgType_4,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_1,RoofStyle_2,RoofStyle_3,RoofStyle_4,RoofStyle_5,RoofMatl_1,RoofMatl_2,RoofMatl_3,RoofMatl_4,RoofMatl_5,RoofMatl_6,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior1st_5,Exterior1st_6,Exterior1st_7,Exterior1st_8,Exterior1st_9,Exterior1st_10,Exterior1st_11,Exterior1st_12,Exterior1st_13,Exterior1st_14,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,Exterior2nd_5,Exterior2nd_6,Exterior2nd_7,Exterior2nd_8,Exterior2nd_9,Exterior2nd_10,Exterior2nd_11,Exterior2nd_12,Exterior2nd_13,Exterior2nd_14,Exterior2nd_15,MasVnrType_1,MasVnrType_2,MasVnrType_3,ExterQual_1,ExterQual_2,ExterQual_3,ExterCond_1,ExterCond_2,ExterCond_3,ExterCond_4,Foundation_1,Foundation_2,Foundation_3,Foundation_4,Foundation_5,BsmtQual_1,BsmtQual_2,BsmtQual_3,BsmtQual_4,BsmtCond_1,BsmtCond_2,BsmtCond_3,BsmtCond_4,BsmtExposure_1,BsmtExposure_2,BsmtExposure_3,BsmtExposure_4,BsmtFinType1_1,BsmtFinType1_2,BsmtFinType1_3,BsmtFinType1_4,BsmtFinType1_5,BsmtFinType1_6,BsmtFinType2_1,BsmtFinType2_2,BsmtFinType2_3,BsmtFinType2_4,BsmtFinType2_5,BsmtFinType2_6,Heating_1,Heating_2,Heating_3,Heating_4,Heating_5,HeatingQC_1,HeatingQC_2,HeatingQC_3,HeatingQC_4,CentralAir_Y,Electrical_1,Electrical_2,Electrical_3,Electrical_4,KitchenQual_1,KitchenQual_2,KitchenQual_3,Functional_1,Functional_2,Functional_3,Functional_4,Functional_5,Functional_6,GarageType_1,GarageType_2,GarageType_3,GarageType_4,GarageType_5,GarageType_6,GarageFinish_1,GarageFinish_2,GarageFinish_3,GarageQual_1,GarageQual_2,GarageQual_3,GarageQual_4,GarageQual_5,GarageCond_1,GarageCond_2,GarageCond_3,GarageCond_4,GarageCond_5,PavedDrive_1,PavedDrive_2,Fence_1,Fence_2,Fence_3,Fence_4,MiscFeature_1,MiscFeature_2,MiscFeature_3,SaleType_1,SaleType_2,SaleType_3,SaleType_4,SaleType_5,SaleType_6,SaleType_7,SaleType_8,SaleCondition_1,SaleCondition_2,SaleCondition_3,SaleCondition_4,SaleCondition_5,Id
0.49105800054017434,0.0,0.7095461020122584,-0.5098197850577864,1.0608674905699398,0.9101519964750894,1.2732711914964239,-0.9317600640385251,-0.4237227056266187,1.3091996493603895,-0.11063010837168032,0.5606424468560252,0.2065754789242163,-0.16525428009070414,1.1274835839480666,-0.9025744279229406,1.0119860518907966,0.4109975761385967,-0.0566643231906488,-0.19102609614018973,-1.5484795322487268,0.15480415938737424,0.8032169144349709,1.655653898135462,-0.5196966219940499,-0.05666432319064879,1.1743162319073814,0.24152943858393855,0.16779024077535448,-0.9964501130421508,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
-1.1537165560846938,0.0,-0.020243085573136543,2.1951108481167334,0.16471484808357606,-0.37650300530074937,-0.7961034523833419,-0.6210496882155163,0.5661815453201103,-0.7802367031066862,-0.11063010837168032,-0.43707319294459057,0.2065754789242163,-0.16525428009070414,-0.23557911513274282,0.6709155232979577,-0.07267350460873041,-0.012766559014809352,-0.0566643231906488,-0.19102609614018973,-0.44360146965460856,-0.6048979282170174,0.577330923908218,0.39565423330273713,0.8508140734427302,-0.05666432319064879,-0.851559377984371,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
0.49105800054017434,0.0,0.7095461020122584,-0.5098197850577864,0.9944858133487278,0.8624981075204287,1.2396264718697296,-0.2732395660255811,-0.2676786857729471,1.3385594107533694,-0.11063010837168032,0.7298977786079154,0.2065754789242163,-0.16525428009070414,-0.23557911513274282,0.6709155232979577,0.9316408995574983,0.6999276682886463,-0.0566643231906488,-0.19102609614018973,1.0295692804708825,0.15480415938737424,0.6194760778770209,1.655653898135462,-0.7278774734093231,-0.05666432319064879,1.1743162319073814,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
0.6928484961516626,0.0,0.7095461020122584,-0.5098197850577864,-1.859926307163394,-0.6624263390287135,-0.7961034523833419,-0.027453746344693587,-0.6675414866479805,1.069428264651053,-0.11063010837168032,0.5762317537279098,0.2065754789242163,-0.16525428009070414,0.44595223440766185,0.6709155232979577,0.8111231710575508,0.8636547205070078,-0.0566643231906488,-0.19102609614018973,-1.5484795322487268,-1.3646000158214089,0.14520906223503915,-0.23434559911362532,0.8863771436999703,-0.05666432319064879,1.1743162319073814,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
0.49105800054017434,0.0,1.4393352895976534,-0.5098197850577864,0.9612949747381216,0.7671903296111072,1.3656156929017056,-0.14339045374133863,0.280913571525117,1.7960823591273074,-0.11063010837168032,1.6474398402102675,1.4504518102623236,-0.16525428009070414,1.809014933488471,0.6709155232979577,0.8914683233908491,1.7978620184588348,-0.0566643231906488,-0.19102609614018973,2.1344473430650006,0.15480415938737424,1.3098391719274616,1.655653898135462,0.7611889622341714,-0.05666432319064879,1.1743162319073814,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5
0.2434182367835576,0.0,-0.7500322731585315,-0.5098197850577864,0.7289591044638792,0.5289208848378038,-0.7961034523833419,-1.1311712007607546,-0.5700139742394358,0.6045653759288698,-0.11063010837168032,-0.21436880906052455,-2.281177183751998,-0.16525428009070414,-0.9171104646731475,-0.9025744279229406,0.6102602902243051,0.08354347170187384,-0.0566643231906488,5.234886859081116,1.3978619680022553,0.9145062469917659,0.37842766969381597,0.39565423330273713,1.1892824313041495,-0.05666432319064879,1.1743162319073814,0.24152943858393855,0.16779024077535448,-0.9964501130421508,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6
-1.1537165560846938,0.0,1.4393352895976534,-0.5098197850577864,1.094058329180546,1.0054597743844107,1.2641946018944152,-0.5445314613337305,1.5999731768506844,-0.7802367031066862,-0.11063010837168032,0.5250097454345746,0.2065754789242163,-0.16525428009070414,0.44595223440766185,0.6709155232979577,1.0521586280574458,0.8347617112920028,-0.0566643231906488,-0.19102609614018973,0.6612765929395097,-0.6048979282170174,1.530570943929646,1.0256540657190996,0.9058750728392778,-0.05666432319064879,-0.851559377984371,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7
0.49105800054017434,0.0,0.7095461020122584,0.3918237593337202,0.06514233225175788,-0.5194646721647315,1.3071892216824677,-0.7787236102749535,0.1882624347369995,1.6248170843349243,-0.11063010837168032,1.406919105615476,0.2065754789242163,-0.16525428009070414,0.44595223440766185,2.244405474518856,-0.19319123310867786,0.10280547784521049,-0.0566643231906488,5.234886859019611,1.7661546555336278,0.9145062469917659,1.4459281350389732,1.655653898135462,1.9910707399444096,-0.05666432319064879,1.1743162319073814,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8
0.2434182367835576,0.0,0.7095461020122584,-0.5098197850577864,-1.328872889393697,-1.6155041181219274,-0.7961034523833419,0.9278647226036617,-0.18965667584611134,1.0596416775200597,-0.11063010837168032,0.7031732525418274,-1.037300852413891,3.8825457011361784,1.1274835839480666,2.244405474518856,-1.880439432107942,0.025757453271863927,-0.0566643231906488,-0.19102609614018973,-0.8118941571859813,0.15480415938737424,-0.10158481900337558,-0.23434559911362532,0.8388223662300894,-0.05666432319064879,1.1743162319073814,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1.8426553711270632,0.0,-0.7500322731585315,0.3918237593337202,-1.0633461805088484,-1.6155041181219274,-0.7961034523833419,-0.9549474055178541,-0.09456735124778023,-0.7802367031066862,-0.11063010837168032,-0.8490763031301127,-1.037300852413891,3.8825457011361784,-0.9171104646731475,2.244405474518856,-1.5590588227747488,-1.24071945065252,-0.0566643231906488,-0.19102609614018973,-1.9167722197800996,0.15480415938737424,0.13771064891103144,-0.23434559911362532,-1.472108325377715,-0.05666432319064879,-0.851559377984371,0.24152943858393855,0.16779024077535448,1.0035625335492324,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
